0, 1
1, 1
2, 1
3, 1
4, 1
5, 1
6, 0
7, 1
8, 1
9, 0
10, 1
11, 1
12, 1
13, 0
14, 1
15, 1
16, 0
17, 0
18, 0
19, 1
20, 1
21, 0
22, 0
23, 1
24, 1
25, 1
26, 1
27, 1
28, 1
29, 1
30, 1
31, 1
32, 0
33, 0
34, 1
35, 1
36, 0
37, 0
38, 1
39, 1
40, 0
41, 1
42, 1
43, 0
44, 0
45, 0
46, 1
47, 0
48, 1
49, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 0
56, 1
57, 1
58, 1
59, 1
60, 1
61, 1
62, 1
63, 1
64, 1
65, 1
66, 1
67, 1
68, 1
69, 1
70, 1
71, 0
72, 1
73, 1
74, 1
75, 1
76, 0
77, 1
78, 1
79, 1
80, 1
81, 1
82, 0
83, 1
84, 1
85, 1
86, 1
87, 0
88, 1
89, 1
90, 1
91, 0
92, 0
93, 0
94, 0
95, 0
96, 0
97, 1
98, 1
99, 0
100, 1
101, 1
102, 1
103, 0
104, 1
105, 1
106, 1
107, 0
108, 0
109, 0
110, 0
111, 1
112, 1
113, 0
114, 1
115, 1
116, 0
117, 1
118, 1
119, 1
120, 1
121, 1
122, 0
123, 1
124, 0
125, 1
126, 1
127, 0
128, 0
129, 1
130, 1
131, 1
132, 1
133, 1
134, 1
135, 1
136, 1
137, 1
138, 1
139, 1
140, 1
141, 0
142, 1
143, 0
144, 1
145, 1
146, 1
147, 0
148, 0
149, 0
150, 1
151, 1
152, 1
153, 0
154, 0
155, 1
156, 0
157, 1
158, 0
159, 1
160, 0
161, 1
162, 1
163, 0
164, 1
165, 1
166, 0
167, 0
168, 0
169, 1
170, 1
171, 1
172, 1
173, 1
174, 0
175, 0
176, 1
177, 1
178, 1
179, 1
180, 0
181, 0
182, 0
183, 1
184, 1
185, 0
186, 1
187, 1
188, 1
189, 1
190, 1
191, 1
192, 1
193, 1
194, 0
195, 1
196, 1
197, 1
198, 1
199, 1
200, 1
201, 1
202, 1
203, 1
204, 1
205, 1
206, 1
207, 1
208, 0
209, 1
210, 1
211, 1
212, 1
213, 1
214, 1
215, 1
216, 0
217, 1
218, 1
219, 1
220, 0
221, 1
222, 1
223, 1
224, 1
225, 0
226, 1
227, 1
228, 0
229, 1
230, 1
231, 1
232, 1
233, 1
234, 0
235, 1
236, 1
237, 0
238, 1
239, 1
240, 1
241, 0
242, 1
243, 1
244, 1
245, 0
246, 0
247, 1
248, 1
249, 0
250, 0
251, 1
252, 1
253, 1
254, 0
255, 1
256, 1
257, 1
258, 1
259, 0
260, 0
261, 1
262, 1
263, 1
264, 1
265, 0
266, 1
267, 1
268, 1
269, 1
270, 0
271, 0
272, 1
273, 1
274, 1
275, 1
276, 1
277, 1
278, 0
279, 1
280, 1
281, 0
282, 1
283, 0
284, 1
285, 1
286, 1
287, 1
288, 0
289, 0
290, 1
291, 1
292, 1
293, 0
294, 0
295, 1
296, 1
297, 1
298, 0
299, 0
300, 0
301, 0
302, 1
303, 1
304, 0
305, 0
306, 1
307, 1
308, 1
309, 1
310, 1
311, 1
312, 1
313, 0
314, 1
315, 1
316, 1
317, 1
318, 0
319, 0
320, 1
321, 1
322, 0
323, 0
324, 0
325, 0
326, 1
327, 1
328, 1
329, 1
330, 1
331, 1
332, 0
333, 1
334, 1
335, 0
336, 1
337, 1
338, 1
339, 1
340, 1
341, 1
342, 1
343, 0
344, 1
345, 1
346, 1
347, 0
348, 0
349, 1
350, 1
351, 1
352, 1
353, 1
354, 1
355, 0
356, 1
357, 1
358, 1
359, 1
360, 0
361, 1
362, 1
363, 1
364, 1
365, 1
366, 1
367, 1
368, 0
369, 0
370, 0
371, 0
372, 0
373, 1
374, 1
375, 1
376, 0
377, 1
378, 1
379, 1
380, 1
381, 1
382, 0
383, 0
384, 0
385, 0
386, 0
387, 0
388, 1
389, 1
390, 0
391, 1
392, 0
393, 1
394, 0
395, 1
396, 1
397, 0
398, 1
399, 0
400, 1
401, 0
402, 1
403, 0
404, 1
405, 1
406, 1
407, 1
408, 1
409, 0
410, 0
411, 1
412, 1
413, 1
414, 1
415, 1
416, 0
417, 1
418, 1
419, 1
420, 0
421, 1
422, 1
423, 1
424, 1
425, 0
426, 0
427, 1
428, 1
429, 0
430, 0
431, 0
432, 1
433, 1
434, 0
435, 1
436, 0
437, 1
438, 1
439, 1
440, 0
441, 1
442, 0
443, 1
444, 0
445, 1
446, 1
447, 1
448, 1
449, 1
450, 1
451, 0
452, 1
453, 0
454, 1
455, 1
456, 1
457, 1
458, 1
459, 1
460, 1
461, 1
462, 1
463, 1
464, 1
465, 1
466, 1
467, 1
468, 1
469, 0
470, 0
471, 0
472, 1
473, 1
474, 1
475, 1
476, 0
477, 0
478, 1
479, 1
480, 1
481, 1
482, 0
483, 0
484, 0
485, 1
486, 1
487, 1
488, 1
489, 0
490, 0
491, 1
492, 0
493, 1
494, 1
495, 0
496, 1
497, 1
498, 1
499, 1
500, 1
501, 1
502, 0
503, 1
504, 1
505, 1
506, 1
507, 0
508, 1
509, 1
510, 1
511, 1
512, 1
513, 1
514, 1
515, 1
516, 1
517, 1
518, 1
519, 0
520, 1
521, 1
522, 0
523, 0
524, 1
525, 0
526, 1
527, 1
528, 0
529, 1
530, 0
531, 1
532, 1
533, 0
534, 1
535, 1
536, 1
537, 1
538, 1
539, 1
540, 1
541, 1
542, 0
543, 1
544, 1
545, 0
546, 0
547, 0
548, 0
549, 0
550, 0
551, 0
552, 0
553, 0
554, 0
555, 0
556, 0
557, 0
558, 0
559, 0
560, 0
561, 0
562, 0
563, 0
564, 0
565, 0
566, 0
567, 0
568, 0
569, 0
570, 0
571, 0
572, 0
573, 0
574, 0
575, 0
576, 0
577, 0
578, 0
579, 0
580, 0
581, 0
582, 0
583, 0
584, 0
585, 0
586, 0
587, 0
588, 0
589, 0
590, 0
591, 0
592, 1
593, 1
594, 0
595, 0
596, 0
597, 0
598, 1
599, 0
600, 1
601, 1
602, 1
603, 1
604, 0
605, 1
606, 1
607, 0
608, 0
609, 0
610, 1
611, 1
612, 1
613, 1
614, 1
615, 0
616, 1
617, 1
618, 0
619, 0
620, 1
621, 1
622, 1
623, 1
624, 0
625, 1
626, 1
627, 0
628, 0
629, 0
630, 1
631, 0
632, 1
633, 0
634, 1
635, 1
636, 1
637, 1
638, 1
639, 1
640, 1
641, 1
642, 1
643, 1
644, 0
645, 1
646, 1
647, 0
648, 1
649, 1
650, 1
